restaurant_name,country,city,address,formatted_address,latitude,longitude,state_or_province,restaurant_extraction_date,zip_or_postal_code,style,cuisines,restaurant_type,rating_value,review_count,phone,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,price_range,takeout,alcohol_service,waiter_service,owner_verification,menu_source,source_restaurant_name,menu_last_updated_by_source,restaurant_source,yelp_menu_provider,restaurant_object_key,distance,app_filter,airport,catering_service,datetime_timestamp
Golden Dragon,United States Of America,HORN LAKE,"3025 Goodman Rd W, Horn Lake, Ms 38637, 1105",3025 Goodman Rd W,34.9616,-90.044971,MISSISSIPPI,2026-02-28,38637,Asian Fusion,"asian fusion, asian restaurant, dining and drinking, chinese restaurant, asian, chinese, restaurant, group friendly",,3.5,13,+1 662-280-1999,http://www.goldendragonhornlake.com,http://www.goldendragonhornlake.com,https://order.goldendragonhornlake.com/menu,$,No,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/golden-dragon/yMz5ZH5jR7OAwOtBoQQbVg,Golden Dragon,,ubereats,,1229462,6.785968726737426,true,MEM,,2026-03-07T05:19:15.522Z
Guandi's,United States Of America,MEMPHIS,8081 Cordova Road,8081 Cordova Road,35.15776,-89.7938,TENNESSEE,2026-02-28,38016,Latin American,"latin american, fried chicken, waffles",Casual Dining,4.91304347826087,14,+1 901-550-0145,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/guandis/-JUEB7ZOW_yLRVzbAcnPGw,Guandi's,,ubereats,,1910107,13.059825227854974,true,MEM,,2026-03-07T05:19:15.522Z
India Kitchen,United States Of America,MEMPHIS,"3573 Southern Ave Memphis, Tn",3573 Southern Ave,35.115775,-89.943015,TENNESSEE,2026-02-28,38111,Beer Bar,"beer bar, vegetarian, indian, asian",,3.819047619047618,190,+1 901-707-8885,http://www.indiakitchenmemphis.com,http://www.indiakitchenmemphis.com,https://indiakitchenmemphis.com/menu.php,$$$,Yes,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/india-kitchen/lTq5zqcoUzO-7lltAWxXHQ,India Kitchen,,ubereats,,1050132,5.404514653891017,true,MEM,,2026-03-07T05:19:15.522Z
Java Cafe,United States Of America,GERMANTOWN,"3133 Forest Hill Irene Rd Ste 10, Germantown, Tn 38138, 7813",3133 Forest Hill Irene Rd Ste 10,35.063625,-89.75998,TENNESSEE,2026-02-28,38138,Exclusive to Eats,"exclusive to eats, sandwiches, breakfast & brunch, deli, cafe, coffee, and tea house, dining and drinking, coffee shop, delis, american, cafe",Casual Dining,4.4,43,+1 901-754-6449,http://www.javacafegtown.com,http://www.javacafegtown.com,http://javacafegtown.com,$,No,No,Yes,,https://www.ubereats.com/store/java-cafe/Qwfz5575Sx6NZdjg7uzmmw,Java Cafe,,ubereats,,713482,12.3702249209861,true,MEM,,2026-03-07T05:19:15.522Z
Jay's Catering,United States Of America,MEMPHIS,4465 Poplar Avenue,4465 Poplar Avenue,35.11709,-89.91254,TENNESSEE,2026-02-28,38117,American,"american, burgers, sandwiches",Casual Dining,4.624,69,+1 901-456-5018,,,,$$$$,Yes,No,Yes,,https://www.ubereats.com/store/jays-caterings/eHN-aKE5X0qd4jYbFUj0Ig,Jay's Catering,,ubereats,,2208549,6.30107587478717,true,MEM,,2026-03-07T05:19:15.522Z
Jehu Wine and Spirit,United States Of America,MEMPHIS,7505 Us 64,7505 Us 64,35.20412,-89.81346,TENNESSEE,2026-02-28,38133,Alcohol,alcohol,Casual Dining,4.7554179566563475,470,+1 931-771-2995,,,,$$$,Yes,Yes,Yes,,https://www.ubereats.com/store/jehu-wine-and-spirit/hBT_y1h4Uj-ssnBii8ejAA,Jehu Wine and Spirit,,ubereats,,1233340,14.481305490467571,true,MEM,,2026-03-07T05:19:15.522Z
Jimmy John's,United States Of America,GERMANTOWN,"7850 Poplar Ave Ste 22, Germantown, Tn",7850 Poplar Ave Ste 22,35.090115,-89.800985,TENNESSEE,2026-02-28,38138,Sandwiches,"sandwiches, fast food restaurant, sandwich, sandwich spot, deli, dining and drinking, delis, fast food, american, restaurant, sandwiches",QSR,4.1,10,+1 901-754-3360,https://online.jimmyjohns.com/menu/jj1446/,https://online.jimmyjohns.com/menu/jj1446/,http://www.jimmyjohns.com/menu/,$,Yes,Yes,Yes,,https://www.ubereats.com/store/jimmy-johns-7850-poplar-ave/KQVGf5mnUS2TlG4yl_UVsA,Jimmy John's,,ubereats,,1234409,10.486267886586768,true,MEM,,2026-03-07T05:19:15.522Z
Krystal,United States Of America,WEST MEMPHIS,"1804 Missouri Rd, West Memphis, Ar",1804 Missouri Rd,35.16623,-90.185123,ARKANSAS,2026-02-28,72301,Burgers,"burgers, burger joint, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,3.5,24,+1 870-732-3375,https://locations.krystal.com/ar/west-memphis/1804-missouri-rd,https://locations.krystal.com/ar/west-memphis/1804-missouri-rd,https://krystal.com/menu/,$,Yes,No,Yes,,https://www.ubereats.com/store/krystal-1804-missouri-rd/DFl9uEuVRuGlg_nG6nXgoA,Krystal,,ubereats,,717221,14.57066551554394,true,MEM,,2026-03-07T05:19:15.522Z
Late Night Cravings,United States Of America,MEMPHIS,7946 Fischer Steel Road,7946 Fischer Steel Road,35.14726,-89.79808,TENNESSEE,2026-02-28,38018,American,"american, chicken, wings, comfort food",Casual Dining,,0,+1 901-264-2241,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/late-night-cravings/lmrETNguUzixsDafK8cmyQ,Late Night Cravings,,ubereats,,1236903,12.434621654978997,true,MEM,,2026-03-07T05:19:15.522Z
Let It Fly Sports Bar,United States Of America,GERMANTOWN,9091 Poplar Avenue,9091 Poplar Avenue,35.0682,-89.76025,TENNESSEE,2026-02-28,38138,Burgers,"burgers, bbq, desserts, salads, american, pizza",Casual Dining,,0,+1 901-207-1187,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/let-it-fly-sports-bar/k4uuEjJqRu-qmmCAwTktsA,Let It Fly Sports Bar,,ubereats,,834012,12.395958962837582,true,MEM,,2026-03-07T05:19:15.522Z
Maciel's Tortas & Tacos,United States Of America,MEMPHIS,"45 S Main St, Memphis, Tn 38103, 5101",45 S Main St,35.12331,-89.99061,TENNESSEE,2026-02-28,38104,New Mexican,"new mexican, tacos, latin american, mexican, latin, taco restaurant, dining and drinking, mexican restaurant, restaurant, group friendly",,4.6,215,+1 901-443-5346,https://macielsonmain.com/,https://macielsonmain.com/,https://macielsonmain.com/,$,Yes,No,Yes,,https://www.ubereats.com/store/maciels-tortas-%26-tacos-midtown/1K14K2MzXKmxEhzwB8GaUw,Maciel's Tortas & Tacos,,ubereats,,1802435,5.631923880191945,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"2073 Union Ave, Memphis, Tn",2073 Union Ave,35.13405,-89.99273,TENNESSEE,2026-02-28,38104,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,2.6,7,+1 901-726-6502,https://www.mcdonalds.com/us/en-us/location/tn/memphis/2073-union-ave/3041.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/2073-union-ave/3041.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/2073-union-ave/3041.html?cid=rf:yxt:ron::clicks#mcdlanguagetogglemenumobile,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-memphis-tn-2073-union-ave/Htq_DTxNTLii6wctdBJ4Bg,McDonald's,,ubereats,,699743,6.3818448376311645,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"4210 Summer Ave, Memphis, Tn",4210 Summer Ave,35.149365,-89.9203315,TENNESSEE,2026-02-28,38122,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,1.3,3,+1 901-458-2474,https://www.mcdonalds.com/us/en-us/location/tn/memphis/4210-summer-ave/5284.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/4210-summer-ave/5284.html,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,$,No,No,Yes,,https://www.ubereats.com/store/mcdonalds-memphis-tn-4210-summer-ave/W5MmmKt-QceGPOPgTxrLjA,McDonald's,,ubereats,,699614,8.033751224340199,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"7101 Winchester Road, Memphis, Tn",7101 Winchester Road,35.048575,-89.8266815,TENNESSEE,2026-02-28,38125,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,2.5,4,+1 901-590-0685,https://www.mcdonalds.com/us/en-us/location/tn/memphis/7101-winchester-road/36839.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/7101-winchester-road/36839.html,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-winchester-relo/P6aSK62ZQr-uwg3jYcgL7g,McDonald's,,ubereats,,14860,8.513790146117108,true,MEM,,2026-03-07T05:19:15.522Z
Mr Rusty's Taste of Chicago,United States Of America,MEMPHIS,"1859 Winchester Rd, Memphis, Tn 38116, 3651",1859 Winchester Rd,35.0532815,-90.00218000000001,TENNESSEE,2026-02-28,38116,Italian,"italian, burgers, sandwiches, dining and drinking, fast food, american, restaurant",QSR,4.5,2,+1 901-345-9905,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/mr-rustys-real-taste-of-chicago/RXxGeV-WTa6uO6W1wpOMNg,Mr Rusty's Taste of Chicago,,ubereats,,699256,1.6285159673049268,true,MEM,,2026-03-07T05:19:15.522Z
Newk's Eatery,United States Of America,COLLIERVILLE,"3680 South Houston Levee Rd, Collierville, Tn",3680 South Houston Levee Rd,35.048301,-89.731865,TENNESSEE,2026-02-28,38017,Sandwiches,"sandwiches, café, sandwich, soups, cafe, coffee, and tea house, deli, dining and drinking, salad, salads, healthy, american, restaurant, pizza",Casual Dining,3.8,61,+1 901-861-1221,https://locations.newks.com/tn/collierville/3680-south-houston-levee-rd/,https://locations.newks.com/tn/collierville/3680-south-houston-levee-rd/,https://newks.com/menu,$,No,Yes,Yes,,https://www.ubereats.com/store/newks-eatery-3680-south-houston-levee-roadsuite-106s/jXDsw566TXmTKoaA3cmdDg,Newk's Eatery,,ubereats,,2169866,13.884528359296171,true,MEM,,2026-03-07T05:19:15.522Z
Ocean Blue Seafood And Bar,United States Of America,BARTLETT,"6600 Stage Rd Suite 118, Bartlett, Tn 38134, 2866",6600 Stage Rd Suite 118,35.206035,-89.842505,TENNESSEE,2026-02-28,38134,Seafood Restaurant,"seafood restaurant, breakfast & brunch, desserts, dessert shop, pub, bar, dining and drinking, seafood, wings, restaurant",Casual Dining,4.5,4,+1 901-321-5189,http://www.oceanbluebars.com/,http://www.oceanbluebars.com/,,$,Yes,Yes,Yes,,https://www.ubereats.com/store/ocean-blue-seafood-%26-bar/2o-CGYXXQPWaQEMiWYDPuA,Ocean Blue Seafood And Bar,,ubereats,,796513,13.599990705749128,true,MEM,,2026-03-07T05:19:15.522Z
O'Charley's,United States Of America,OLIVE BRANCH,"7880 Craft Goodman Rd, Olive Branch, Ms 38654, 6646",7880 Craft Goodman Rd,34.9646705,-89.852691,MISSISSIPPI,2026-02-28,38654,Burgers,"burgers, restaurant, family friendly, burger joint, american restaurant, family meals, dining and drinking, bar, steakhouse, seafood, american, southern",Casual Dining,3.5,66,+1 662-893-2334,http://www.ocharleys.com,http://www.ocharleys.com,http://www.ocharleys.com/menu,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/ocharleys-7880-craft-goodman-rds/tqPM_aIHRIWDMRdFVFU9Xw,O'Charley's,,ubereats,,2291081,8.841884149464605,true,MEM,,2026-03-07T05:19:15.522Z
Panera Bread,United States Of America,MEMPHIS,"4530 Poplar Avenue Suite 101, Memphis, Tn",4530 Poplar Avenue Suite 101,35.11896,-89.91101,TENNESSEE,2026-02-28,38117,Sandwiches,"sandwiches, salad, café, sandwich, soups, pizza, sandwich spot, cafe, coffee, and tea house, family meals, dining and drinking, salad, chicken, bakery, american, cafe, restaurant, soup, breakfast and brunch",QSR,3.9,66,+1 901-767-3116,,,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/panera-4530-poplar-avenue/aHVCshG2Qd-jTbtQJdZ4oQ,Panera Bread,,ubereats,,1243940,6.456368842109482,true,MEM,,2026-03-07T05:19:15.522Z
Petra Pastry,United States Of America,MEMPHIS,"5804 Raleigh, Lagrange Rd Memphis, Tn","5804 Raleigh, Lagrange Rd",35.18297,-89.86996,TENNESSEE,2026-02-28,38134,Desserts,"desserts, dining and drinking, bakery, american, middle eastern, restaurant, bakeries, breakfast and brunch, mediterranean restaurant",,4.56043956043956,35,+1 901-335-7321,,,,$,Yes,No,Yes,Verified over 3 months ago,https://www.ubereats.com/store/petra-pastry/2gROh21gUXWpvcR1LAUD5g,Petra Pastry,,ubereats,,1531213,11.41996506560201,true,MEM,,2026-03-07T05:19:15.522Z
Pizza Hut,United States Of America,FORREST CITY,"2023 N Washington St, Forrest City, Ar",2023 N Washington St,35.02906,-90.79017300000001,ARKANSAS,2026-02-28,72335,Italian,"italian, pizzeria, pizza, chicken wings, dining and drinking, wings, fast food, restaurant, pizza",QSR,4.8,4,+1 870-633-9118,https://locations.pizzahut.com/ar/forrest-city/2023-n-washington-st,https://locations.pizzahut.com/ar/forrest-city/2023-n-washington-st,http://www.pizzahut.com/link.php?menu=pizza,$,Yes,Yes,Yes,,https://www.ubereats.com/store/pizza-hut-2023-n-washington-st/WehVR32FXGGPWsI8iwWI-g,Pizza Hut,,ubereats,,1556180,46.13400556522936,true,MEM,,2026-03-07T05:19:15.522Z
Pizza Hut,United States Of America,OLIVE BRANCH,"6213 Cockrum, Olive Branch, Ms",6213 Cockrum,34.949574999999996,-89.8312,MISSISSIPPI,2026-02-28,38654,Italian,"italian, pizzeria, chicken wings, dining and drinking, fast food, wings, restaurant, pizza",QSR,2.3,13,+1 662-893-6111,https://locations.pizzahut.com/ms/olive-branch/6213-cockrum,https://locations.pizzahut.com/ms/olive-branch/6213-cockrum,https://www.pizzahut.com/index.php?menu=pizza#/pizza/create-your-own,$,Yes,Yes,Yes,,https://www.ubereats.com/store/pizza-hut-6213-cockrum/dDna-7mfX_2CeRSrpTtZDQ,Pizza Hut,,ubereats,,1246968,10.443155395042249,true,MEM,,2026-03-07T05:19:15.522Z
Poke World,United States Of America,CORDOVA,"1605 North Germantown Parkway, Cordova, Tn",1605 North Germantown Parkway,35.16916,-89.794555,TENNESSEE,2026-02-28,38016,Ice Cream Parlor,"ice cream parlor, bubble tea, cafe, coffee, and tea house, desserts, bubble tea shop, dining and drinking, poke, ice cream & frozen yogurt, dessert shop, asian, restaurant, juice and smoothies",Casual Dining,2.0,2,+1 901-623-7986,http://pokeworlds.com,http://pokeworlds.com,,$,Yes,No,Yes,,https://www.ubereats.com/store/poke-world-cordova/S2GpouPiRJKkzWLCTGnwsw,Poke World,,ubereats,,2120450,13.519416970080911,true,MEM,,2026-03-07T05:19:15.522Z
Popeyes Louisiana Kitchen,United States Of America,WEST MEMPHIS,"1344 N Missouri St, West Memphis, Ar",1344 N Missouri St,35.1613,-90.185085,ARKANSAS,2026-02-28,72301,Fried Chicken Joint,"fried chicken joint, chicken wings, dining and drinking, chicken, fried chicken, fast food, american, wings, restaurant",QSR,3.1,17,+1 870-735-4212,https://www.popeyes.com/store-locator/store/restaurant_83044,https://www.popeyes.com/store-locator/store/restaurant_83044,http://www.popeyes.com/explore-menu,$,Yes,No,Yes,,https://www.ubereats.com/store/popeyes-1344-n-missouri-st/G41a0FwhSCeYr-S_QGkz5g,Popeyes Louisiana Kitchen,,ubereats,,1247678,14.372749709526849,true,MEM,,2026-03-07T05:19:15.522Z
Popeyes Louisiana Kitchen,United States Of America,MEMPHIS,"1430 E Brooks Rd, Memphis, Tn",1430 E Brooks Rd,35.06213,-90.01694499999999,TENNESSEE,2026-02-28,38116,Fried Chicken Joint,"fried chicken joint, chicken wings, dining and drinking, chicken, fried chicken, fast food, american, wings, restaurant, fast food restaurant",QSR,3.4,11,+1 901-396-8763,https://www.popeyes.com/store-locator/store/restaurant_83037,https://www.popeyes.com/store-locator/store/restaurant_83037,https://popeyes.com/menu/,$,Yes,No,Yes,,https://www.ubereats.com/store/popeyes-1430-e-brooks-rd/QPuS7cuZR3-kunvfG5UHig,Popeyes Louisiana Kitchen,,ubereats,,1247686,2.65681691363604,true,MEM,,2026-03-07T05:19:15.522Z
Popeyes Louisiana Kitchen,United States Of America,OLIVE BRANCH,"6698 Goodman Road, Olive Branch, Ms",6698 Goodman Road,34.96285,-89.871515,MISSISSIPPI,2026-02-28,38654,Fried Chicken Joint,"fried chicken joint, cajun and creole restaurant, chicken wings, dining and drinking, chicken, fried chicken, fast food, american, cajun & creole, wings, restaurant, fast food restaurant",QSR,2.8,17,+1 662-890-7489,https://www.popeyes.com/store-locator/store/restaurant_85089,https://www.popeyes.com/store-locator/store/restaurant_85089,http://popeyes.com/explore-menu,$,Yes,No,Yes,,https://www.ubereats.com/store/popeyes-6698-goodman-road/hdIcmp2oRh2XrsM7bC6DWw,Popeyes Louisiana Kitchen,,ubereats,,730487,8.103314742560993,true,MEM,,2026-03-07T05:19:15.522Z
Sams Southern Eatery,United States Of America,WYNNE,1920 Falls Boulevard,1920 Falls Boulevard,35.24879,-90.78119,ARKANSAS,2026-02-28,72396,American,"american, burgers, sandwiches, family meals",Casual Dining,,0,+1 870-536-2222,,,,$$,No,No,Yes,,https://www.ubereats.com/store/sams-southern-eatery/2t94ITZoRmq9QdHACkftfg,Sams Southern Eatery,,ubereats,,1250114,47.72407274850518,true,MEM,,2026-03-07T05:19:15.522Z
Shawarma To Go,United States Of America,MEMPHIS,"4000 Summer Ave Ste 102 Memphis, Tn",4000 Summer Ave Ste 102,35.14944,-89.9277,TENNESSEE,2026-02-28,38122,Vegetarian,"vegetarian, middle eastern, mediterranean, greek, salad",,4.326347305389222,100,+1 901-695-8189,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/shawarma-to-gos/FswnOIDDRR6O3KlFN_PHEQ,Shawarma To Go,,ubereats,,2522494,7.882036642083892,true,MEM,,2026-03-07T05:19:15.522Z
Soul Heaven Restaurant,United States Of America,MEMPHIS,3254 Elvis Presley Boulevard,3254 Elvis Presley Boulevard,35.05988,-90.02312,TENNESSEE,2026-02-28,38116,Soul Food,"soul food, mac and cheese, desserts",Casual Dining,,0,+1 901-590-0204,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/soul-heaven-restaurant/Vqg1hV0ISq65k_eUhq7ihA,Soul Heaven Restaurant,,ubereats,,808062,2.895228260128019,true,MEM,,2026-03-07T05:19:15.522Z
Speedy Cafe,United States Of America,MEMPHIS,4302 Shelby Dr,4302 Shelby Dr,35.02118,-89.91998,TENNESSEE,2026-02-28,38118,Sandwich,"sandwich, breakfast and brunch, american, pizza, snacks",Casual Dining,4.076271186440678,46,+1 901-712-3166,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/speedy-cafe/Nb4Nz6AYUny84OzUIvlHrA,Speedy Cafe,,ubereats,,1636351,3.532197588440361,true,MEM,,2026-03-07T05:19:15.522Z
Subway,United States Of America,MEMPHIS,"3440 Elvis Presley, Memphis, Tn",3440 Elvis Presley,35.05491,-90.02445,TENNESSEE,2026-02-28,38116,Sandwiches,"sandwiches, sandwich, sandwich spot, dining and drinking, salads, fast food, healthy, american, restaurant, fast food restaurant",QSR,3.3,10,+1 901-344-3330,https://restaurants.subway.com/united-states/tn/memphis/3440-elvis-presley,https://restaurants.subway.com/united-states/tn/memphis/3440-elvis-presley,,$,Yes,No,Yes,,https://www.ubereats.com/store/subway-3440-elvis-presley/y2Z7zN6UReWYMG1dbUkD4A,Subway,,ubereats,,1427907,2.842212395961227,true,MEM,,2026-03-07T05:19:15.522Z
Subway,United States Of America,MEMPHIS,"4287 Summer Avenue Space 101, Memphis, Tn",4287 Summer Avenue Space 101,35.14864,-89.917889,TENNESSEE,2026-02-28,38122,Sandwiches,"sandwiches, sandwich, sandwich spot, dining and drinking, salads, fast food, healthy, american, restaurant, fast food restaurant",QSR,4.5,2,+1 901-763-3995,https://restaurants.subway.com/united-states/tn/memphis/4287-summer-avenue,https://restaurants.subway.com/united-states/tn/memphis/4287-summer-avenue,,$,Yes,No,Yes,,https://www.ubereats.com/store/subway-4287-summer-ave/1HtmLmwjRm6cCwo3AGQKQA,Subway,,ubereats,,1254795,8.044217065602723,true,MEM,,2026-03-07T05:19:15.522Z
Sushi from Kroger by Snowfox,United States Of America,MEMPHIS,Highway 64 Lakeland Hills Drive,Highway 64 Lakeland Hills Drive,35.20272,-89.76238,TENNESSEE,2026-02-28,38016,Specialty Foods,specialty foods,Casual Dining,5.0,5,+1 901-381-9065,,,,$,No,No,Yes,,https://www.ubereats.com/store/sushi-from-kroger-by-snowfoxs/lcis3xKOXpSMWeBFQcGQBg,Sushi from Kroger by Snowfox,,ubereats,,2210292,16.414198136038742,true,MEM,,2026-03-07T05:19:15.522Z
The Toasted Yolk Cafe,United States Of America,GERMANTOWN,"9087 Poplar Ave 111, Germantown, Tn",9087 Poplar Ave 111,35.067589,-89.760665,TENNESSEE,2026-02-28,38138,Sandwiches,"sandwiches, breakfast & brunch, coffee & tea, dining and drinking, american, breakfast spot, breakfast and brunch",Casual Dining,3.3,7,+1 901-779-7731,https://thetoastedyolk.com/locations/germantown/,https://thetoastedyolk.com/locations/germantown/,https://thetoastedyolk.com/menu/,$$,Yes,No,Yes,,https://www.ubereats.com/store/the-toasted-yolk-cafe-germantown/RwH_WKdHVE6K_uRVmWOX6w,The Toasted Yolk Cafe,,ubereats,,2524092,12.366743366488219,true,MEM,,2026-03-07T05:19:15.522Z
Tokyo House,United States Of America,MEMPHIS,"6755 East Shelby Drive, Memphis, Tn",6755 East Shelby Drive,35.01951,-89.83854,TENNESSEE,2026-02-28,38141,Sushi,"sushi, noodles, chicken wings, japanese, asian",,4.734999999999999,0,+1 901-686-1788,http://www.shelbytokyohouse.com,http://www.shelbytokyohouse.com,https://order.shelbytokyohouse.com/order/main,$$,Yes,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/tokyo-house-shelbys/meCnBQo-Xa6STXnDiER8NQ,Tokyo House,,ubereats,,1715219,7.989951248443599,true,MEM,,2026-03-07T05:19:15.522Z
